Gene_ID	Gene_Name	CV_R2	n_neigbors	weights	p	time.s.
ENSG00000169972.7	PUSL1	-0.0308853347689924	25	uniform	1	72.5535147190094
ENSG00000117305.10	HMGCL	0.0135696278391195	11	distance	2	420.535086393356
ENSG00000157870.10	FAM213B	0.0701152506231478	27	uniform	2	293.22173500061
ENSG00000169442.4	CD52	0.379952700211683	3	uniform	3	411.689763307571
ENSG00000179051.9	RCC2	0.0186363628849707	31	uniform	2	543.871348142624
ENSG00000009780.11	FAM76A	-0.0148823874460962	27	uniform	1	325.146932601929
ENSG00000188976.6	NOC2L	-0.0109332559252364	31	uniform	3	51.3400986194611
ENSG00000162441.7	LZIC	-0.0458033479867928	23	distance	3	375.133460760117
ENSG00000070886.6	EPHA8	-0.0332819669400299	25	distance	1	688.226797819138
ENSG00000162438.7	CTRC	-0.0350648965261438	29	uniform	1	626.636293888092
ENSG00000125945.9	ZNF436	0.0225168956711051	23	uniform	1	702.615307569504
ENSG00000182749.5	PAQR7	-0.00177915591727387	31	uniform	1	369.977740764618
ENSG00000142733.10	MAP3K6	-0.0679605346676607	25	uniform	2	362.457545518875
ENSG00000116213.11	WRAP73	-0.0589547700769688	31	uniform	1	500.124713420868
ENSG00000142634.8	EFHD2	-0.0177379999213245	21	uniform	1	711.478942155838
ENSG00000204859.7	ZBTB48	-0.0177883189516603	31	uniform	1	549.718725919724
ENSG00000158062.16	UBXN11	-0.0850520062416312	31	distance	2	419.276932477951
ENSG00000171824.9	EXOSC10	-0.0336921503015268	21	uniform	1	637.000253677368
ENSG00000057757.5	PITHD1	-0.0310613861357447	27	uniform	1	710.93903875351
ENSG00000127481.10	UBR4	-0.0243916942294403	31	uniform	1	657.204760313034
ENSG00000117602.7	RCAN3	-0.00787129444713384	29	uniform	2	528.753521203995
ENSG00000028137.12	TNFRSF1B	0.00999256005999205	31	distance	2	288.807015180588
ENSG00000180098.5	TRNAU1AP	-0.0400225925931079	21	uniform	1	514.079113006592
ENSG00000117640.13	MTFR1L	0.0266173874576392	11	distance	3	483.400649309158
ENSG00000157881.9	PANK4	-0.0395666920096239	25	distance	3	183.33469247818
ENSG00000090020.6	SLC9A1	-0.0340914515376978	23	distance	1	432.73048043251
ENSG00000198830.6	HMGN2	0.0114312014186057	27	distance	2	382.711938619614
ENSG00000116691.6	MIIP	-0.0674284808609372	29	uniform	3	382.027433156967
ENSG00000204178.5	TMEM57	-0.0585984089974388	29	uniform	2	590.20631313324
ENSG00000117643.10	MAN1C1	-0.0639390078429486	19	distance	2	539.861333370209
ENSG00000090273.9	NUDC	-0.0502190974215453	29	uniform	1	448.253440856934
ENSG00000187608.5	ISG15	0.0892405900812429	5	distance	3	44.2693626880646
ENSG00000075151.15	EIF4G3	-0.0307235041009905	29	distance	3	815.52684545517
ENSG00000053371.8	AKR7A2	0.0418098067766705	21	distance	1	634.456702947617
ENSG00000117748.5	RPA2	0.139675255259292	21	distance	3	532.638314723969
ENSG00000198746.8	GPATCH3	-0.0435178666524149	19	uniform	3	439.388198375702
ENSG00000158006.9	PAFAH2	-0.031843019525044	29	uniform	1	341.365010499954
ENSG00000157978.7	LDLRAP1	-0.0905872076486991	31	uniform	1	564.937870025635
ENSG00000127054.14	CPSF3L	-0.0327864933826682	29	distance	3	87.6328132152557
ENSG00000116670.10	MAD2L2	-0.07355565699102	31	distance	1	363.396403312683
ENSG00000127125.7	PPCS	0.0380435432700193	9	distance	1	711.523741483688
ENSG00000132763.10	MMACHC	-0.0314207068322957	23	uniform	3	426.552841424942
ENSG00000183386.5	FHL3	0.012330347405184	17	distance	2	562.600904226303
ENSG00000198815.4	FOXJ3	-0.0404728014785063	29	distance	3	685.773236751556
ENSG00000186564.5	FOXD2	-0.0396591290094137	27	uniform	3	661.763162136078
ENSG00000162604.8	TM2D1	-0.0644275246320732	31	distance	2	686.914676427841
ENSG00000185104.15	FAF1	-0.00483542864200022	31	uniform	3	505.039184808731
ENSG00000116717.7	GADD45A	-0.00688260792625319	31	uniform	1	727.72654747963
ENSG00000134697.7	GNL2	0.0921591941500714	23	uniform	3	533.647308349609
ENSG00000198841.3	KTI12	-0.0355809550764439	27	uniform	1	467.267561912537
ENSG00000162607.8	USP1	0.0562283801402772	13	uniform	3	558.640291690826
ENSG00000160051.7	IQCC	-0.0507277025092094	23	uniform	3	613.150717496872
ENSG00000184005.9	ST6GALNAC3	-0.0233173754785811	19	distance	3	937.477101325989
ENSG00000142694.6	EVA1B	-0.0226999391978163	31	distance	1	548.958324670792
ENSG00000123080.6	CDKN2C	-0.0191142427496507	31	uniform	3	421.024211406708
ENSG00000162368.9	CMPK1	-0.0349664147746248	29	uniform	3	695.869521141052
ENSG00000142864.10	SERBP1	-0.0204954061799542	23	uniform	1	774.500131845474
ENSG00000162378.8	ZYG11B	0.0196734466489613	29	uniform	3	419.104741096497
ENSG00000043514.11	TRIT1	-0.0163007595776528	31	distance	2	611.24950504303
ENSG00000164008.9	C1orf50	-0.0349895273108552	25	distance	3	607.819975852966
ENSG00000092847.6	AGO1	-0.0530625024872371	29	distance	1	470.684416055679
ENSG00000010803.12	SCMH1	-0.0453897603278141	25	uniform	2	616.602891921997
ENSG00000177868.7	CCDC23	0.0223034319533727	25	uniform	1	704.640679359436
ENSG00000084073.4	ZMPSTE24	-0.0879762650791923	25	uniform	1	565.326535224915
ENSG00000134717.13	BTF3L4	0.0121482639591224	19	distance	1	393.573350191116
ENSG00000160058.14	BSDC1	0.0267747830979554	29	distance	3	495.157408714294
ENSG00000159596.6	TMEM69	-0.0660385689769675	29	uniform	1	464.79220199585
ENSG00000162377.4	SELRC1	0.0206328123655348	29	distance	2	586.232959985733
ENSG00000134684.6	YARS	-0.0167796401448808	31	uniform	1	458.121762037277
ENSG00000163866.8	SMIM12	0.00809083403774458	23	distance	1	513.707357645035
ENSG00000084652.11	TXLNA	-0.012200190174254	31	uniform	1	360.643794536591
ENSG00000117054.9	ACADM	0.164540158364528	11	distance	1	772.313523769379
ENSG00000162407.8	PPAP2B	-0.0831379774968035	25	uniform	2	825.113170862198
ENSG00000162398.7	C1orf177	-0.0720073893807292	13	uniform	1	605.828016042709
ENSG00000157216.11	SSBP3	0.0441969994948407	9	distance	2	743.102738380432
ENSG00000172456.12	FGGY	0.0955861268853977	7	distance	1	766.419257879257
ENSG00000132781.12	MUTYH	-0.00535783537381695	21	distance	3	512.964876890182
ENSG00000066135.8	KDM4A	-0.0500961271849502	23	uniform	2	646.151606321335
ENSG00000116754.9	SRSF11	-0.112436532255269	31	uniform	1	668.012157440186
ENSG00000036549.8	ZZZ3	-0.0367411755378058	29	uniform	2	649.474232435226
ENSG00000162623.10	TYW3	-0.00705116729849142	31	uniform	3	544.67907834053
ENSG00000126067.7	PSMB2	0.00702715705874004	31	distance	2	445.470917701721
ENSG00000188786.9	MTF1	-0.00440122265121006	21	uniform	2	546.74795627594
ENSG00000077254.10	USP33	0.00141184823381548	7	distance	1	616.78000998497
ENSG00000178028.9	DMAP1	-0.0268297367236562	23	uniform	1	543.172718048096
ENSG00000177606.5	JUN	-0.0633643512166141	19	uniform	3	457.762321710587
ENSG00000054118.9	THRAP3	-0.0325649068397289	29	uniform	1	594.365458488464
ENSG00000162456.5	KNCN	-0.0331530348650676	27	uniform	1	624.315030813217
ENSG00000116871.11	MAP7D1	-0.0230647253455262	27	uniform	2	550.059149265289
ENSG00000183317.12	EPHA10	0.0103680334761091	11	uniform	3	549.815017461777
ENSG00000117010.11	ZNF684	-0.042856066621609	31	uniform	1	751.095234632492
ENSG00000117450.9	PRDX1	-0.0131130349943268	25	distance	2	427.3019490242
ENSG00000126070.14	AGO3	-0.0352389445198659	21	uniform	1	734.604068517685
ENSG00000116171.12	SCP2	0.0502907215088528	17	distance	2	623.926355361938
ENSG00000126091.15	ST3GAL3	0.0140826127631932	25	distance	1	641.549370288849
ENSG00000117408.6	IPO13	-0.0336980133525088	27	uniform	2	729.276931285858
ENSG00000116985.6	BMP8B	-0.0442907310548908	23	uniform	3	683.875775337219
ENSG00000183431.7	SF3A3	0.0356234210440109	7	distance	3	507.921726226807
ENSG00000162520.10	SYNC	-0.0147612133611585	27	distance	2	399.466676473618
ENSG00000070785.12	EIF2B3	-0.0655155145787964	29	uniform	1	515.282594203949
ENSG00000116514.12	RNF19B	-0.0681223976704636	31	distance	3	476.091700077057
ENSG00000243725.2	TTC4	0.102890000285664	23	distance	2	598.694193124771
ENSG00000125703.10	ATG4C	0.0628495153881637	25	uniform	3	709.574441671371
ENSG00000142937.7	RPS8	0.00453366186219182	29	uniform	1	497.979360580444
ENSG00000162402.8	USP24	0.00667091563234219	7	distance	2	513.020411252975
ENSG00000084072.12	PPIE	-0.0818706253859582	27	uniform	3	582.428622722626
ENSG00000116922.9	C1orf109	-0.0417848834411261	31	uniform	3	493.774746894836
ENSG00000117410.9	ATP6V0B	0.032932046800719	31	distance	1	784.961769580841
ENSG00000162517.8	PEF1	-0.002679483459048	31	uniform	3	511.232803583145
ENSG00000086015.15	MAST2	-0.0221731783003126	31	uniform	1	619.510432958603
ENSG00000117385.11	LEPRE1	-0.00922828163359706	31	uniform	1	690.335007190704
ENSG00000253313.1	C1orf210	-0.0681939135108931	31	uniform	3	655.404949426651
ENSG00000181817.5	LSM10	-0.0203409698826013	25	uniform	2	534.302158355713
ENSG00000159479.12	MED8	0.0325472558283076	27	distance	1	760.78508234024
ENSG00000176261.11	ZBTB8OS	-0.0108691507017775	23	uniform	2	465.98397564888
ENSG00000134686.12	PHC2	-0.0574892195346414	23	distance	2	593.309373617172
ENSG00000088035.11	ALG6	-0.0173190983921754	31	distance	3	618.643018245697
ENSG00000117448.9	AKR1A1	0.0324193900714301	31	uniform	2	454.101212263107
ENSG00000117862.6	TXNDC12	-0.0402477772352004	31	uniform	1	447.03272652626
ENSG00000171812.6	COL8A2	0.0511956117603179	25	distance	3	550.077258825302
ENSG00000116478.7	HDAC1	-0.0976315869163586	31	uniform	2	498.566442251205
ENSG00000121774.12	KHDRBS1	-0.0544500009296665	31	uniform	3	512.159182786942
ENSG00000162437.10	RAVER2	0.00083000727749809	21	uniform	1	653.218776226044
ENSG00000084070.7	SMAP2	-0.0264874147424193	31	uniform	2	483.330514431
ENSG00000117411.12	B4GALT2	-0.0558305293133091	27	uniform	1	581.655487537384
ENSG00000132122.7	SPATA6	-0.0574307469954328	27	uniform	1	567.446727752686
ENSG00000142856.12	ITGB3BP	0.19547243353819	7	distance	1	625.322553634644
ENSG00000117395.6	EBNA1BP2	0.0111535334024496	5	distance	3	723.915633678436
ENSG00000116560.6	SFPQ	-0.0155064199078669	31	uniform	3	450.05677318573
ENSG00000168653.6	NDUFS5	0.128216314993834	15	distance	3	599.971621513367
ENSG00000092850.7	TEKT2	-0.0456415716201269	21	uniform	1	524.267326831818
ENSG00000117481.5	NSUN4	-0.0589061257235967	25	uniform	1	565.963604688644
ENSG00000020129.11	NCDN	-0.0323195201133834	29	uniform	1	443.554271697998
ENSG00000123091.4	RNF11	-0.0841129398053167	31	uniform	3	429.689124822617
ENSG00000116678.14	LEPR	0.0752416833617727	27	distance	3	654.547380208969
ENSG00000065978.13	YBX1	0.0129153649823229	19	uniform	3	720.953263998032
ENSG00000116954.7	RRAGC	-0.0139067014254433	17	uniform	1	451.434946060181
ENSG00000066557.5	LRRC40	-0.0215947695427684	25	uniform	2	1064.49935531616
ENSG00000183520.7	UTP11L	0.01136406759346	31	distance	3	546.034045934677
ENSG00000116157.5	GPX7	0.139745160104211	13	distance	3	417.175806999207
ENSG00000162396.5	PARS2	-0.00767342172892245	27	uniform	2	722.120489358902
ENSG00000175130.6	MARCKSL1	-0.031158098705739	29	uniform	3	474.523118257523
ENSG00000173660.7	UQCRH	-0.0555077004420047	31	uniform	3	465.184518575668
ENSG00000118454.8	ANKRD13C	-0.0436556322362743	29	uniform	1	617.165613889694
ENSG00000168528.7	SERINC2	0.000487431053190246	31	distance	2	541.624740839005
ENSG00000163875.11	MEAF6	-0.0435490362044613	31	uniform	3	520.677994251251
ENSG00000116221.11	MRPL37	-0.00751007431051585	21	uniform	1	613.64219212532
ENSG00000134744.9	ZCCHC11	-0.0941491861766056	31	distance	3	603.412885427475
ENSG00000240563.1	L1TD1	0.0698369699460055	17	distance	3	839.370770454407
ENSG00000180488.10	FAM73A	-0.0520389172165345	29	uniform	1	628.34022808075
ENSG00000126088.8	UROD	0.0722287523301043	23	uniform	3	395.887600660324
ENSG00000159592.6	GPBP1L1	-0.0100156138602775	27	uniform	1	340.461719751358
ENSG00000070759.12	TESK2	0.0176109645507948	13	distance	2	389.19793009758
ENSG00000132780.12	NASP	-0.0387629413585079	29	uniform	1	414.337888002396
ENSG00000198160.10	MIER1	0.0588667338920203	21	uniform	2	774.147211551666
ENSG00000174574.11	AKIRIN1	-0.0524205994304186	31	distance	2	509.009720087051
ENSG00000117394.15	SLC2A1	-0.0173340705651464	31	uniform	1	702.865991592407
ENSG00000116497.13	S100PBP	-0.0980344869878316	29	distance	3	381.362720727921
ENSG00000164010.9	ERMAP	0.0250544614222455	31	distance	1	452.872572183609
ENSG00000171793.9	CTPS1	0.0319053519523444	31	uniform	1	492.564720153809
ENSG00000119535.13	CSF3R	0.0497485709348739	13	uniform	3	548.181226730347
ENSG00000162384.9	C1orf123	-0.0610780562294416	27	uniform	1	631.800761699677
ENSG00000127124.9	HIVEP3	-0.0489743354811767	23	uniform	3	815.205112218857
ENSG00000025800.9	KPNA6	0.0307147331985731	11	distance	2	543.170639753342
ENSG00000134748.12	PRPF38A	0.0286531056720033	17	uniform	1	346.664458274841
ENSG00000142686.7	C1orf216	0.0530668439717199	23	uniform	2	367.352020740509
ENSG00000162521.14	RBBP4	0.0598739191645178	29	uniform	2	404.978510379791
ENSG00000160055.15	TMEM234	-0.0426519544538568	23	uniform	3	491.877467632294
ENSG00000117419.10	ERI3	-0.0322905092600022	25	uniform	3	526.123722076416
ENSG00000117859.14	OSBPL9	0.0362520895560631	9	distance	3	412.319962978363
ENSG00000154222.10	CC2D1B	-0.0503759569389705	17	uniform	3	648.785923957825
ENSG00000162600.7	OMA1	0.213451280042702	11	distance	3	750.366483926773
ENSG00000081870.7	HSPB11	0.00960205336701725	25	distance	3	757.852328777313
ENSG00000079277.15	MKNK1	0.0224581848695834	23	distance	3	572.055784463882
ENSG00000158315.6	RHBDL2	-0.0201656155681956	27	distance	3	674.615477323532
ENSG00000160094.10	ZNF362	-0.0390575068281834	31	uniform	1	570.485256433487
ENSG00000162599.11	NFIA	0.0190065169257567	27	distance	3	881.122940778732
ENSG00000117480.11	FAAH	-0.0269497442482241	27	uniform	3	604.54768705368
ENSG00000127603.19	MACF1	-0.0162002438536569	27	distance	2	582.890306711197
ENSG00000132485.8	ZRANB2	-0.0203904941276186	31	distance	1	704.819239377975
ENSG00000123472.8	ATPAF1	0.0703044672254284	27	distance	2	636.598977804184
ENSG00000179862.5	CITED4	0.101226274647785	23	distance	1	624.101834058762
