Gene_ID	Gene_Name	CV_R2	n_neigbors	weights	p	time.s.
ENSG00000171608.11	PIK3CD	-0.0131340931732233	31	distance	1	761.983332633972
ENSG00000175206.6	NPPA	-0.0172023033722847	31	uniform	3	826.747852802277
ENSG00000116663.6	FBXO6	-0.0655107940491605	25	distance	1	778.830112218857
ENSG00000116350.11	SRSF4	-0.0375442838658223	25	uniform	3	766.975183010101
ENSG00000117308.10	GALE	-0.0153398072386351	25	uniform	1	714.950814962387
ENSG00000171603.12	CLSTN1	-0.0320014841875141	29	uniform	1	755.937573432922
ENSG00000158006.9	PAFAH2	-0.00905963013880118	25	uniform	1	668.900448799133
ENSG00000049249.4	TNFRSF9	0.00477691929485158	27	distance	2	853.879687547684
ENSG00000127481.10	UBR4	-0.0454294765397788	31	uniform	3	1112.34838628769
ENSG00000125945.9	ZNF436	-0.0188750269037254	31	distance	1	692.001920700073
ENSG00000037637.6	FBXO42	-0.0411525522583152	31	uniform	3	786.420466661453
ENSG00000162430.12	SEPN1	-0.0345799617176329	31	uniform	2	680.376524925232
ENSG00000158292.6	GPR153	-0.0390531185794308	29	uniform	1	865.585108995438
ENSG00000142657.16	PGD	-0.0197081084704721	31	uniform	3	682.084517240524
ENSG00000142794.14	NBPF3	0.0113922851765742	15	distance	1	1058.83454298973
ENSG00000198830.6	HMGN2	0.00921271177469822	31	distance	2	623.486361503601
ENSG00000221978.7	CCNL2	0.0142216110539917	29	uniform	2	229.481857299805
ENSG00000157873.13	TNFRSF14	-0.0403751040383866	27	distance	3	548.147210836411
ENSG00000120948.11	TARDBP	-0.0561628487773643	31	uniform	3	850.673909187317
ENSG00000011021.17	CLCN6	-0.0174946789658649	13	uniform	2	833.225664377213
ENSG00000175087.5	PDIK1L	0.00865958665165338	27	uniform	3	583.927424907684
ENSG00000175707.7	C1orf172	-0.0131081456108243	23	uniform	3	634.560381174088
ENSG00000048707.9	VPS13D	-0.0707419864412036	31	distance	1	640.751748085022
ENSG00000219481.6	NBPF1	-0.0407344546756139	31	distance	3	765.780360460281
ENSG00000090432.5	MUL1	-0.0127329754199742	31	distance	3	925.199637889862
ENSG00000189409.8	MMP23B	-0.0746847709114758	27	uniform	3	316.484540462494
ENSG00000178585.10	CTNNBIP1	-0.0170922571030031	25	uniform	1	762.834058523178
ENSG00000117118.5	SDHB	-0.0352022870547451	31	uniform	1	816.748525857925
ENSG00000053371.8	AKR7A2	0.0144040512590337	15	uniform	1	1016.29124951363
ENSG00000054523.12	KIF1B	0.070816531962557	21	distance	1	786.911250829697
ENSG00000116273.5	PHF13	-0.035005277967411	31	distance	1	853.752507448196
ENSG00000001461.12	NIPAL3	-0.0283365209384333	31	distance	2	696.976663827896
ENSG00000158825.5	CDA	0.263873856377629	9	distance	2	953.650796890259
ENSG00000116731.18	PRDM2	-0.0734131204194863	31	distance	3	723.979349851608
ENSG00000142675.13	CNKSR1	-0.0436196976158639	27	uniform	3	577.945082902908
ENSG00000157933.9	SKI	-0.0744935111332178	31	uniform	3	515.712784290314
ENSG00000117713.13	ARID1A	0.0158582202665553	31	uniform	1	646.310779333115
ENSG00000130695.9	CEP85	0.0102502152342594	23	uniform	2	602.575450181961
ENSG00000130775.11	THEMIS2	0.0712625001599355	21	uniform	1	625.108371019363
ENSG00000162511.7	LAPTM5	-0.0417140590468847	29	uniform	2	1136.11172890663
ENSG00000198793.8	MTOR	-0.00624945408013744	31	distance	2	893.161708831787
ENSG00000077549.13	CAPZB	-0.0251583275994721	31	uniform	1	1068.74805021286
ENSG00000020633.14	RUNX3	0.0463098417461971	31	distance	3	716.726776838303
ENSG00000004487.11	KDM1A	-0.0369584818308972	25	uniform	1	781.074848651886
ENSG00000008128.18	CDK11A	-0.0329365645963156	29	uniform	1	320.555768251419
ENSG00000173614.9	NMNAT1	-0.0483819050849276	31	uniform	2	755.952049255371
ENSG00000159363.13	ATP13A2	-0.0652414595174217	29	distance	1	791.771185398102
ENSG00000169403.7	PTAFR	-0.0209032443372259	31	uniform	2	679.505855560303
ENSG00000134644.11	PUM1	0.148869186422231	19	uniform	2	1084.6755874157
ENSG00000204859.7	ZBTB48	-0.0128101032676203	29	uniform	2	894.525691986084
ENSG00000078369.13	GNB1	-0.0315902785024468	29	uniform	1	346.845428466797
ENSG00000130940.10	CASZ1	-0.0800783557409409	25	distance	2	848.148094892502
ENSG00000142606.11	MMEL1	0.0896695065431525	27	uniform	1	554.843103647232
ENSG00000117115.8	PADI2	-0.0514414771297976	21	uniform	1	789.776988267899
ENSG00000127483.13	HP1BP3	-0.0477039903262992	25	distance	1	946.556889057159
ENSG00000009780.11	FAM76A	-0.00538580649024218	29	uniform	3	590.29878950119
ENSG00000173369.11	C1QB	-0.0123923924931277	31	distance	2	917.516517400742
ENSG00000184677.12	ZBTB40	-0.0729224048095509	31	uniform	3	1027.33033204079
ENSG00000060642.6	PIGV	-0.0739940784484642	25	uniform	1	647.726855993271
ENSG00000169504.10	CLIC4	0.0510993481874808	15	uniform	3	722.580804586411
ENSG00000164008.9	C1orf50	-0.0116367969581734	29	uniform	3	874.021686315536
ENSG00000172410.4	INSL5	-0.0471353836138318	15	uniform	1	997.011762857437
ENSG00000119535.13	CSF3R	-0.0593437135165192	27	distance	1	710.05791759491
ENSG00000164010.9	ERMAP	0.0830010221422899	29	distance	3	860.86385846138
ENSG00000183431.7	SF3A3	-0.00915361587913568	29	uniform	1	852.194605112076
ENSG00000126070.14	AGO3	-0.00225347805602565	27	uniform	3	678.48987364769
ENSG00000162607.8	USP1	0.018273723549531	29	uniform	2	1043.21829676628
ENSG00000142856.12	ITGB3BP	0.343462662161887	9	distance	1	993.24237537384
ENSG00000036549.8	ZZZ3	-0.0118065764366433	31	distance	1	905.313749313354
ENSG00000123080.6	CDKN2C	-0.0182140855858461	31	distance	1	531.713237285614
ENSG00000186564.5	FOXD2	-0.0274620915860366	29	uniform	2	879.303187847137
ENSG00000162390.13	ACOT11	-0.0189812660376066	31	uniform	3	1006.93807888031
ENSG00000121310.12	ECHDC2	0.161815373052865	11	distance	2	850.857973575592
ENSG00000066557.5	LRRC40	-0.0312617416392549	31	uniform	3	815.978668928146
ENSG00000177868.7	CCDC23	0.114991190627762	13	uniform	2	833.025817155838
ENSG00000142694.6	EVA1B	-0.0161496921293518	27	distance	3	664.809534549713
ENSG00000163874.8	ZC3H12A	-0.047414992124718	25	distance	1	801.181223392487
ENSG00000118454.8	ANKRD13C	-0.00815232818048679	29	uniform	3	835.109521150589
ENSG00000117450.9	PRDX1	-0.0083163653210184	31	distance	1	711.540960788727
ENSG00000116205.6	TCEANC2	-0.0411049255204534	31	uniform	1	999.497312068939
ENSG00000134684.6	YARS	-0.041180594706788	25	uniform	2	627.536242246628
ENSG00000065978.13	YBX1	-0.0149760941132226	27	distance	2	837.499145269394
ENSG00000198841.3	KTI12	-0.00448072987309576	27	uniform	2	642.56653213501
ENSG00000162384.9	C1orf123	0.021016520449365	31	uniform	1	834.583257913589
ENSG00000085998.9	POMGNT1	-0.0440385318249527	29	uniform	1	798.120433568954
ENSG00000162398.7	C1orf177	-0.0712694437075162	31	uniform	1	988.405788898468
ENSG00000077254.10	USP33	-0.0389341116047952	23	distance	2	875.222595453262
ENSG00000160094.10	ZNF362	-0.0267169318443067	31	uniform	1	790.364268064499
ENSG00000117395.6	EBNA1BP2	0.0195483399357348	23	uniform	1	870.500977754593
ENSG00000134748.12	PRPF38A	-0.0413297654059112	29	uniform	2	798.107246160507
ENSG00000116985.6	BMP8B	-0.133159956892162	31	distance	3	970.472229957581
ENSG00000066136.15	NFYC	-0.00823882830896236	15	distance	1	1063.7936000824
ENSG00000132485.8	ZRANB2	-0.00499535412157535	23	distance	1	836.237926244736
ENSG00000117419.10	ERI3	-0.00840221890655535	23	distance	1	785.411773204803
ENSG00000123472.8	ATPAF1	0.108965201058581	31	distance	3	914.517118930817
ENSG00000183317.12	EPHA10	-0.0563981092388306	29	uniform	1	839.653233766556
ENSG00000162604.8	TM2D1	-0.0101714855115157	29	uniform	3	1036.72558379173
ENSG00000116560.6	SFPQ	-0.0721001705488731	31	uniform	3	715.865875005722
ENSG00000137955.11	RABGGTB	0.00944979080992627	31	uniform	3	1081.24504804611
ENSG00000116212.10	LRRC42	-0.00872099915020967	23	distance	3	1089.66844940186
ENSG00000243725.2	TTC4	0.0366694334441994	11	distance	1	1089.62045407295
ENSG00000092847.6	AGO1	0.0115767805045827	9	uniform	3	646.516311168671
ENSG00000070759.12	TESK2	0.0553019114739158	27	uniform	3	788.521849870682
ENSG00000116221.11	MRPL37	-0.0215143386751131	21	distance	2	978.032671451569
ENSG00000058799.9	YIPF1	-0.0434444337596597	31	distance	3	980.48025727272
ENSG00000125703.10	ATG4C	0.066140875815231	15	uniform	1	1050.18753170967
ENSG00000204084.8	INPP5B	-0.0140540265338936	31	uniform	2	852.272780656815
ENSG00000160050.10	CCDC28B	-0.0158979615119618	25	uniform	2	644.76540851593
ENSG00000127124.9	HIVEP3	-0.00968979414795856	23	uniform	1	1109.23858761787
ENSG00000134717.13	BTF3L4	0.0131358602600066	25	uniform	1	722.025468826294
ENSG00000184588.13	PDE4B	-0.0312724124787738	31	uniform	1	1269.94146060944
ENSG00000142892.10	PIGK	0.0393583263838539	13	distance	3	939.684844017029
ENSG00000162407.8	PPAP2B	-0.0268122268088134	31	uniform	2	1092.5538790226
ENSG00000117448.9	AKR1A1	-0.0245332867377515	31	uniform	1	740.96262550354
ENSG00000020129.11	NCDN	-0.0313720062061307	29	uniform	3	621.330664396286
ENSG00000116729.9	WLS	-0.01103496420049	31	distance	2	935.272584915161
ENSG00000159479.12	MED8	7.59007303276382e-05	31	distance	3	866.575010299683
ENSG00000197982.11	C1orf122	0.19497664818695	21	distance	1	790.393615007401
ENSG00000081870.7	HSPB11	-0.0686109021918792	31	uniform	1	982.257542133331
ENSG00000163867.12	ZMYM6	0.00802767232997503	17	uniform	1	722.274303674698
ENSG00000162402.8	USP24	-0.0145101325267019	15	uniform	2	1073.43500375748
ENSG00000162517.8	PEF1	-0.00452938735336466	11	distance	3	770.296736955643
ENSG00000116863.10	ADPRHL2	-0.0490751403136841	27	uniform	3	643.479118824005
ENSG00000126088.8	UROD	0.101744391769426	31	distance	1	706.0987200737
ENSG00000157184.5	CPT2	-0.04189295783769	27	uniform	1	837.258955478668
ENSG00000117000.8	RLF	-0.0598632670547447	31	uniform	2	934.908155918121
ENSG00000117834.8	SLC5A9	-0.0146916107793262	21	uniform	3	728.679310560226
ENSG00000116717.7	GADD45A	-0.0463576330186896	31	uniform	3	955.344865322113
ENSG00000168528.7	SERINC2	0.132905828866232	23	distance	1	879.426288604736
ENSG00000132781.12	MUTYH	-0.00355659628640619	25	uniform	3	687.863758087158
ENSG00000162614.13	NEXN	0.00748221581254795	25	uniform	1	928.470990419388
ENSG00000162613.12	FUBP1	-0.0191167992663421	31	uniform	3	894.690884113312
ENSG00000142937.7	RPS8	-0.0387985457717131	31	uniform	1	704.885327339172
ENSG00000197568.9	HHLA3	-0.0697310987089362	25	uniform	1	818.711996793747
ENSG00000049089.9	COL9A2	-0.0492025382540232	31	distance	3	865.239173412323
ENSG00000131238.11	PPT1	0.13408121907313	31	distance	2	865.556593179703
ENSG00000162521.14	RBBP4	0.0019998302389719	31	distance	1	554.435185194016
ENSG00000173660.7	UQCRH	-0.0196130073081056	29	distance	1	772.816992998123
ENSG00000203965.8	EFCAB7	0.0504779372669152	25	distance	3	921.150778770447
ENSG00000197429.6	IPP	-0.0623056755724255	31	uniform	2	707.773576259613
ENSG00000188786.9	MTF1	0.00216799919545305	27	distance	2	818.311285257339
ENSG00000162396.5	PARS2	0.0208036719913163	31	uniform	2	930.994532823563
ENSG00000010803.12	SCMH1	0.0173581819696483	27	distance	3	952.661189079285
ENSG00000174574.11	AKIRIN1	0.00762333044881851	29	distance	3	830.715719938278
ENSG00000154222.10	CC2D1B	0.0829968020913442	27	distance	3	767.321760416031
ENSG00000240563.1	L1TD1	-0.013494138688955	31	distance	2	987.774564027786
ENSG00000116898.7	MRPS15	-0.00811079251439473	31	distance	1	678.935151100159
ENSG00000162377.4	SELRC1	0.0706648521250714	19	uniform	1	794.477061510086
ENSG00000079277.15	MKNK1	-0.0160536740740587	21	distance	1	833.862645149231
ENSG00000181817.5	LSM10	-0.0101628224399905	21	distance	1	654.515360116959
ENSG00000187815.5	ZFP69	-0.0524214859019985	31	uniform	3	903.960218906403
ENSG00000116871.11	MAP7D1	-0.042123117666082	31	uniform	1	645.304513692856
ENSG00000162437.10	RAVER2	-0.0541760095568475	31	distance	1	932.465485095978
ENSG00000117410.9	ATP6V0B	-0.0155115274135704	31	distance	3	786.194459438324
ENSG00000092850.7	TEKT2	-0.037041238657236	31	uniform	1	617.27660036087
ENSG00000121775.13	TMEM39B	-0.0254497879257682	31	distance	1	674.467730283737
ENSG00000117411.12	B4GALT2	-0.0442306021716265	27	uniform	2	753.629078626633
ENSG00000172456.12	FGGY	-0.0103007440489437	31	distance	3	1027.54677128792
ENSG00000054118.9	THRAP3	-0.022045282808087	29	distance	3	659.600445508957
ENSG00000123091.4	RNF11	-0.00107978022084014	27	uniform	1	561.092360496521
ENSG00000084623.7	EIF3I	-0.0251943968680043	29	uniform	1	607.876284360886
ENSG00000066322.8	ELOVL1	-0.00995832858770931	29	distance	1	816.742546319962
ENSG00000177606.5	JUN	-0.017356419731021	31	uniform	2	913.733984947205
ENSG00000132768.9	DPH2	-0.0187450926457689	31	uniform	3	748.804314613342
ENSG00000121774.12	KHDRBS1	-0.0333783352883116	31	uniform	2	683.922724485397
ENSG00000116514.12	RNF19B	-0.0211620663808939	31	uniform	2	617.474013566971
ENSG00000183520.7	UTP11L	0.00195066709553289	31	distance	1	819.147530317307
ENSG00000158315.6	RHBDL2	-0.0288749848170191	31	uniform	3	839.827259540558
ENSG00000054116.7	TRAPPC3	-0.0461341428091176	25	uniform	2	637.180087327957
ENSG00000176261.11	ZBTB8OS	-0.0620585584394466	29	uniform	1	558.410941123962
ENSG00000117480.11	FAAH	0.00536751578462762	31	uniform	2	801.852432727814
ENSG00000117010.11	ZNF684	-0.0736082923603039	21	uniform	1	907.287419319153
ENSG00000117859.14	OSBPL9	-0.0128073532693192	11	uniform	2	611.679723501205
ENSG00000088035.11	ALG6	-0.0656517903363112	9	uniform	1	925.139718294144
ENSG00000116497.13	S100PBP	0.0305679288688877	29	uniform	1	584.280977010727
ENSG00000116171.12	SCP2	0.237251839310678	9	distance	1	841.381420612335
ENSG00000162385.6	MAGOH	-0.0453163604736668	25	uniform	2	802.305058002472
ENSG00000079739.11	PGM1	0.061748654456134	31	distance	1	921.376033067703
ENSG00000213625.4	LEPROT	0.166131349456201	11	distance	3	840.0910551548
ENSG00000162599.11	NFIA	-0.036943566763151	31	uniform	3	1154.70868992805
ENSG00000134698.10	AGO4	-0.0193383062242061	29	uniform	2	597.588026046753
ENSG00000162433.10	AK4	0.0787463905618156	17	uniform	1	940.655778408051
ENSG00000184005.9	ST6GALNAC3	0.000433639865095037	31	uniform	2	1230.00851225853
ENSG00000126067.7	PSMB2	-0.0190789406859426	31	uniform	2	605.065442562103
ENSG00000159214.8	CCDC24	0.0951447452698207	21	uniform	2	746.650541543961
ENSG00000160058.14	BSDC1	-0.0419274537666411	31	uniform	1	609.273457527161
ENSG00000116922.9	C1orf109	-0.00366311606056042	31	distance	3	760.547554016113
ENSG00000198160.10	MIER1	-0.0294177294100905	27	distance	3	924.887142181396
