Gene_ID	Gene_Name	CV_R2	n_estimators	time.s.
ENSG00000142751.10	GPN2	0.023744581018434	50	3235.12688541412
ENSG00000117298.10	ECE1	-0.0140680081091844	50	4969.95531964302
ENSG00000130770.13	ATPIF1	0.190380109598837	250	2885.53743839264
ENSG00000162413.12	KLHL21	-0.0758370863006012	300	4137.03574371338
ENSG00000077549.13	CAPZB	-0.0852369636402361	450	5104.25411748886
ENSG00000142655.8	PEX14	0.0157176330307993	350	3468.29089164734
ENSG00000130695.9	CEP85	-0.0936311892290019	50	3141.70638275146
ENSG00000158161.11	EYA3	-0.0591329783488027	500	3100.0086350441
ENSG00000179163.11	FUCA1	0.318399570275603	500	3903.60081911087
ENSG00000184677.12	ZBTB40	-0.110475840807257	350	4381.65594577789
ENSG00000197530.8	MIB2	-0.122463136245683	50	1110.99272322655
ENSG00000117308.10	GALE	0.0878886103499994	100	4288.20814824104
ENSG00000204510.1	PRAMEF7	-0.142450374781472	200	1794.64769768715
ENSG00000162585.12	C1orf86	-0.0508147972275167	350	2044.39299893379
ENSG00000049246.10	PER3	-0.0357489639355925	100	4700.42227482796
ENSG00000173614.9	NMNAT1	0.00176499417404856	150	3413.30126070976
ENSG00000067606.11	PRKCZ	-0.0775493597646608	100	1866.78931474686
ENSG00000157191.15	NECAP2	0.40934688318348	50	3398.1544303894
ENSG00000116809.7	ZBTB17	-0.0514623433527834	200	4579.15828466415
ENSG00000053372.4	MRTO4	0.00700741774769906	300	4660.11856198311
ENSG00000090686.11	USP48	-0.0455672546053434	200	5304.97849321365
ENSG00000120948.11	TARDBP	-0.0461240930666825	500	3760.97219347954
ENSG00000008130.11	NADK	-0.0640350703325648	200	1202.09022784233
ENSG00000142794.14	NBPF3	0.0229036559387608	400	5624.56551456451
ENSG00000142599.13	RERE	-0.0484305660420795	350	5697.32620811462
ENSG00000116288.8	PARK7	0.163535517826056	400	4652.35014295578
ENSG00000117758.9	STX12	-0.131667169696413	250	2671.66751265526
ENSG00000171729.9	TMEM51	0.51742648378182	400	4667.62162470818
ENSG00000037637.6	FBXO42	-0.158753245288375	450	3933.29369521141
ENSG00000048707.9	VPS13D	-0.105871076671751	100	3499.32971000671
ENSG00000007923.11	DNAJC11	-0.0781659267358766	350	4123.81988620758
ENSG00000065526.6	SPEN	-0.106099724277232	500	4111.7090318203
ENSG00000011009.6	LYPLA2	-0.0971725017609791	250	2855.72395849228
ENSG00000117751.13	PPP1R8	0.016048072292433	350	2014.91285514832
ENSG00000159189.7	C1QC	-0.0327224110801659	150	3800.53906965256
ENSG00000162444.11	RBP7	0.157577265450662	500	3431.57245826721
ENSG00000204219.5	TCEA3	-7.22855263785682e-05	450	4574.72661185265
ENSG00000132881.7	RSG1	-0.0271563059367885	50	3379.56856703758
ENSG00000173372.12	C1QA	-0.0748845620683051	400	4791.46694540977
ENSG00000162419.8	GMEB1	-0.0537707234275305	500	3273.95718050003
ENSG00000133226.12	SRRM1	-0.0771785276356927	350	3701.93325972557
ENSG00000219481.6	NBPF1	-0.0903090894305014	450	3459.28931164742
ENSG00000074800.9	ENO1	-0.0887783340836468	400	3798.79050397873
ENSG00000142632.11	ARHGEF19	0.392136094416821	400	2658.60190176964
ENSG00000158825.5	CDA	0.316604771806457	250	4659.5501332283
ENSG00000171603.12	CLSTN1	-0.0646567398514263	350	3220.27733612061
ENSG00000158292.6	GPR153	-0.036849978515927	250	3665.3077917099
ENSG00000116786.7	PLEKHM2	0.0381474587977662	100	4586.15513753891
ENSG00000007968.6	E2F2	-0.0598324325043471	150	4309.23245239258
ENSG00000142657.16	PGD	-0.026801383049781	50	2178.53889918327
ENSG00000175707.7	C1orf172	-0.0494704137763521	300	3107.68163537979
ENSG00000162496.4	DHRS3	-0.155475822680643	450	2047.69628000259
ENSG00000078808.12	SDF4	-0.0798411462089083	450	599.747277736664
ENSG00000131591.13	C1orf159	-0.0749099945007058	350	423.592087984085
ENSG00000160087.16	UBE2J2	-0.0613767799525125	350	517.494434595108
ENSG00000133216.12	EPHB2	-0.0484574561788129	500	4399.33187055588
ENSG00000198793.8	MTOR	-0.0120215368273721	100	4088.69979834557
ENSG00000127483.13	HP1BP3	0.0257520894110634	300	5064.50150895119
ENSG00000142684.7	ZNF593	0.187062324452866	500	2897.21272039413
ENSG00000188290.6	HES4	0.00333363729474059	350	413.727878093719
ENSG00000142677.3	IL22RA1	-0.0745636510799174	500	4285.43324756622
ENSG00000188157.9	AGRN	-0.116906340360038	150	552.125690460205
ENSG00000157933.9	SKI	-0.069280783995637	200	2004.73914051056
ENSG00000130775.11	THEMIS2	0.0826502258301383	350	2861.99710965157
ENSG00000097021.14	ACOT7	0.181263940461047	500	4003.60588765144
ENSG00000188529.10	SRSF10	-0.00592910544414404	450	4512.01969051361
ENSG00000070831.11	CDC42	-0.0211012136247343	300	6766.23923492432
ENSG00000074964.12	ARHGEF10L	-0.0564054601984174	300	3401.22070765495
ENSG00000158828.5	PINK1	-0.0121806530378787	450	4327.2396876812
ENSG00000130940.10	CASZ1	-0.0964183606674992	500	3470.23645997047
ENSG00000224051.2	GLTPD1	-0.0484012592656096	250	534.84516119957
ENSG00000142675.13	CNKSR1	-0.0573368661875505	100	3133.42036962509
ENSG00000116649.5	SRM	-0.0728798156733999	100	3782.4212231636
ENSG00000049245.8	VAMP3	-0.0933472199133108	500	3771.92616510391
ENSG00000158109.10	TPRG1L	0.0382276482400899	450	3236.12450218201
ENSG00000049249.4	TNFRSF9	0.0449056393884161	150	4611.765365839
ENSG00000142583.13	SLC2A5	0.204174549123253	200	3624.63985085487
ENSG00000008128.18	CDK11A	-0.0242062083380522	150	1084.32189798355
ENSG00000162511.7	LAPTM5	-0.110226721027174	450	6339.67117500305
ENSG00000117318.8	ID3	-0.0385697912318682	100	5145.43502998352
ENSG00000116350.11	SRSF4	-0.0232770659040915	300	3455.86124682426
ENSG00000159339.9	PADI4	0.0730484026485281	450	3768.60891485214
ENSG00000244038.5	DDOST	0.0323707451349528	450	4802.61147522926
ENSG00000130939.14	UBE4B	-0.0305406242492922	150	3574.84750795364
ENSG00000134644.11	PUM1	-0.0116655637055882	50	6096.19811463356
ENSG00000011021.17	CLCN6	0.0423277986591589	300	3173.67687177658
ENSG00000253368.3	TRNP1	0.491586295072044	150	3015.59418344498
ENSG00000117118.5	SDHB	-0.119788690974998	150	3774.61976122856
ENSG00000078369.13	GNB1	-0.110325328949376	100	1213.65600061417
ENSG00000090432.5	MUL1	-0.00307538088483745	500	4114.58214378357
ENSG00000158156.7	XKR8	-0.0557171090505434	350	3081.69449138641
ENSG00000126709.10	IFI6	-0.0663992762017533	400	2560.03298735619
ENSG00000196581.6	AJAP1	-0.0486083780840909	200	6505.48158144951
ENSG00000204138.8	PHACTR4	0.141459126894609	300	3561.86972975731
ENSG00000142669.9	SH3BGRL3	0.120667391144823	450	2843.89558887482
ENSG00000186501.9	TMEM222	-0.0918611549760832	500	2944.72581219673
ENSG00000242485.1	MRPL20	-0.0145322395365424	500	473.373915195465
ENSG00000169403.7	PTAFR	-0.00508395426886647	350	2286.43011426926
ENSG00000116731.18	PRDM2	-0.0425627131626667	300	3161.83632850647
ENSG00000004487.11	KDM1A	0.0748813233624855	450	4549.78383708
ENSG00000189409.8	MMP23B	-0.0312502789795883	450	997.264251232147
ENSG00000173436.9	MINOS1	-0.0256496069826783	250	4915.96438789368
ENSG00000116251.5	RPL22	-0.00294636962492578	250	3398.77945327759
ENSG00000142765.13	SYTL1	-0.104136129998594	200	2187.99102163315
ENSG00000117682.12	DHDDS	-0.0159550587985162	50	3179.41956090927
ENSG00000117115.8	PADI2	-0.0651738152699822	300	3686.82320594788
ENSG00000169598.11	DFFB	0.0654958537951133	150	4045.83923864365
ENSG00000175087.5	PDIK1L	-0.096796248526859	500	2534.07411980629
ENSG00000142606.11	MMEL1	0.116135477345994	450	2217.44817376137
ENSG00000142676.8	RPL11	-0.0169167151859981	500	4746.79890346527
ENSG00000169972.7	PUSL1	-0.0124599268064983	200	571.045685768127
ENSG00000117305.10	HMGCL	-0.00862440307558765	50	3220.37632226944
ENSG00000157870.10	FAM213B	0.11226930026472	150	2107.04845070839
ENSG00000169442.4	CD52	0.566282281621568	400	3201.08775091171
ENSG00000179051.9	RCC2	0.0158866595315408	350	3756.99640655518
ENSG00000009780.11	FAM76A	-0.0230248887454496	50	2624.38233542442
ENSG00000188976.6	NOC2L	-0.0727136604204381	500	487.336941719055
ENSG00000162441.7	LZIC	0.00268750472160111	500	2713.64068889618
ENSG00000070886.6	EPHA8	-0.0327808088244083	350	4567.53797221184
ENSG00000162438.7	CTRC	-0.0385273679917667	150	5022.51610541344
ENSG00000125945.9	ZNF436	-0.0256066361693732	500	4040.10959482193
ENSG00000182749.5	PAQR7	-0.0457143730038307	400	2762.00637698174
ENSG00000142733.10	MAP3K6	-0.0782864439553993	100	2742.27046990395
ENSG00000116213.11	WRAP73	-0.0828916294665887	500	3683.27029299736
ENSG00000142634.8	EFHD2	-0.0580859246020583	400	5499.74510216713
ENSG00000204859.7	ZBTB48	-0.0426137833191695	400	3951.35716605186
ENSG00000158062.16	UBXN11	-0.114126152324094	50	3158.70991611481
ENSG00000171824.9	EXOSC10	-0.0381837928509932	450	3423.17587709427
ENSG00000057757.5	PITHD1	-0.0282240963759644	150	4036.82264471054
ENSG00000127481.10	UBR4	0.0150366236305058	400	4857.67950701714
ENSG00000117602.7	RCAN3	-0.0368660661026638	250	3835.05849075317
ENSG00000028137.12	TNFRSF1B	-0.0318259032204271	450	3429.03398132324
ENSG00000180098.5	TRNAU1AP	-0.00419809232709663	150	3640.29547834396
ENSG00000117640.13	MTFR1L	0.0297871970250946	500	3228.17252349854
ENSG00000157881.9	PANK4	-0.0841278781663505	250	1645.90255475044
ENSG00000090020.6	SLC9A1	0.0115249840401156	400	3252.31339097023
ENSG00000198830.6	HMGN2	0.00811562538848549	250	2792.73811841011
ENSG00000116691.6	MIIP	-0.0837462767680017	400	2797.34611940384
ENSG00000204178.5	TMEM57	-0.0481125252606246	450	4563.70790958405
ENSG00000117643.10	MAN1C1	-0.111544521373674	400	4252.31382727623
ENSG00000090273.9	NUDC	-0.146574038946926	50	3342.51722097397
ENSG00000187608.5	ISG15	-0.00533637141742829	100	316.829641819
ENSG00000075151.15	EIF4G3	-0.0224151301820235	50	5858.07970833778
ENSG00000053371.8	AKR7A2	0.192786217095654	500	5653.89070630074
ENSG00000117748.5	RPA2	0.262680872006528	150	2725.96903681755
ENSG00000198746.8	GPATCH3	-0.0593916735328886	300	3179.643917799
ENSG00000158006.9	PAFAH2	-0.0490360926634136	350	4136.08940672874
ENSG00000157978.7	LDLRAP1	-0.122387923408864	200	3986.02896380424
ENSG00000127054.14	CPSF3L	-0.0724777931583959	300	554.461502790451
ENSG00000116670.10	MAD2L2	-0.0856599528523849	500	2950.15101766586
ENSG00000127125.7	PPCS	0.151656862440796	200	5225.8305580616
ENSG00000157193.10	LRP8	-0.0579079587366381	100	4620.88973212242
ENSG00000183386.5	FHL3	0.0707111022049405	450	4008.347417593
ENSG00000159479.12	MED8	0.0960535751261339	450	4129.4992184639
ENSG00000186564.5	FOXD2	-0.0237631882240516	300	4730.90852022171
ENSG00000162604.8	TM2D1	-0.0094036796039501	50	5303.11113476753
ENSG00000185104.15	FAF1	-0.0388929234468809	200	3267.84898090363
ENSG00000116717.7	GADD45A	-0.010976394496555	500	5281.04708266258
ENSG00000134697.7	GNL2	0.234059737363186	300	3404.1894364357
ENSG00000162517.8	PEF1	-0.0521895805235574	50	3714.70995211601
ENSG00000066557.5	LRRC40	-0.0820822394151294	350	5332.85394668579
ENSG00000117010.11	ZNF684	-0.0356210087189042	250	3931.3028242588
ENSG00000184005.9	ST6GALNAC3	-0.0191865616862631	350	6382.21253466606
ENSG00000197429.6	IPP	-0.0721973063520347	450	3142.77037453651
ENSG00000123080.6	CDKN2C	-0.0823235940719496	50	3148.64769625664
ENSG00000162368.9	CMPK1	-0.0471010102846352	500	4868.17504668236
ENSG00000164010.9	ERMAP	0.063170646675426	250	4962.83332443237
ENSG00000132781.12	MUTYH	0.0134401402600349	200	2730.13761210442
ENSG00000168653.6	NDUFS5	0.393202444724298	100	2846.95599365234
ENSG00000164008.9	C1orf50	-0.0474503451811285	400	5117.29178714752
ENSG00000092847.6	AGO1	-0.0491941530970728	150	3633.02391982079
ENSG00000010803.12	SCMH1	-0.0539967306854767	150	4569.27408313751
ENSG00000177868.7	CCDC23	0.00711065723118971	300	4864.74319386482
ENSG00000084073.4	ZMPSTE24	-0.105551074939533	500	3957.28093647957
ENSG00000134717.13	BTF3L4	0.148314871054143	200	3415.64650177956
ENSG00000160058.14	BSDC1	0.019251164826051	500	3672.21889138222
ENSG00000159596.6	TMEM69	-0.0669024770833345	150	3253.68532848358
ENSG00000162377.4	SELRC1	0.0712093129846217	150	4168.1331884861
ENSG00000134684.6	YARS	-0.0370561635344928	150	3429.89675569534
ENSG00000163866.8	SMIM12	-0.0740992425983743	200	3859.23042201996
ENSG00000126091.15	ST3GAL3	-0.0431902704749283	450	3928.36455273628
ENSG00000117054.9	ACADM	0.230960599902569	100	5532.79636764526
ENSG00000162407.8	PPAP2B	-0.210599606209868	250	5760.47714948654
ENSG00000162398.7	C1orf177	-0.0797919945818062	450	4634.82297086716
ENSG00000157216.11	SSBP3	0.0198036746453924	100	5773.02594161034
ENSG00000172456.12	FGGY	0.0869498843921013	500	5332.24812340736
ENSG00000177606.5	JUN	-0.0834509320973467	400	4150.95201897621
ENSG00000066135.8	KDM4A	-0.0728329505664538	450	4571.51094102859
ENSG00000116754.9	SRSF11	-0.133596147001954	450	4988.60841822624
ENSG00000036549.8	ZZZ3	-0.0518637247994196	500	4486.22798228264
ENSG00000197568.9	HHLA3	-0.146989207067796	500	4689.39906620979
ENSG00000160051.7	IQCC	-0.0693585261834131	150	3436.10310006142
ENSG00000188786.9	MTF1	-0.0540173436737284	500	4146.96880292892
ENSG00000077254.10	USP33	-0.0202129391349807	50	4540.75442075729
ENSG00000178028.9	DMAP1	-0.0783783641284337	150	3714.14074993134
ENSG00000162437.10	RAVER2	0.0489801633106961	500	4028.97770857811
ENSG00000054118.9	THRAP3	-0.0882603824285721	500	4223.59015846252
ENSG00000162456.5	KNCN	-0.052293009525568	400	4457.12552452087
ENSG00000116871.11	MAP7D1	-0.0817666683614258	450	4163.98053693771
ENSG00000183317.12	EPHA10	-0.0320956939845251	50	4107.98861408234
ENSG00000154222.10	CC2D1B	-0.001984136640595	50	3590.11362195015
ENSG00000117450.9	PRDX1	-0.0307246311881694	500	2980.16265964508
ENSG00000049089.9	COL9A2	0.00198194193527816	400	3576.74389600754
ENSG00000116171.12	SCP2	0.0345097567187941	200	4435.80549240112
ENSG00000172410.4	INSL5	-0.0186224185839879	300	4321.27275753021
ENSG00000116985.6	BMP8B	-0.0748090877579592	50	3467.3186109066
ENSG00000117410.9	ATP6V0B	0.0756346244675995	400	4232.43784832954
ENSG00000162390.13	ACOT11	-0.00523022703528273	400	3850.15256643295
ENSG00000162520.10	SYNC	-0.0396544237759319	300	2838.12540555
ENSG00000070785.12	EIF2B3	-0.0836759754695409	250	3548.99326705933
ENSG00000116514.12	RNF19B	-0.143869131707473	250	3640.2124581337
ENSG00000058799.9	YIPF1	-0.0519357078986564	500	5178.07464385033
ENSG00000125703.10	ATG4C	0.117271079259085	450	5447.34933519363
ENSG00000142937.7	RPS8	-0.064387157773676	350	3396.19121909142
ENSG00000070759.12	TESK2	-0.0683717557492388	150	2256.20988178253
ENSG00000084072.12	PPIE	0.12448363083094	500	4204.26717805862
ENSG00000158315.6	RHBDL2	-0.0453752303593181	500	3414.87742066383
ENSG00000116212.10	LRRC42	-0.0416353617264648	500	5548.32287526131
ENSG00000163877.9	SNIP1	-0.0146196731519456	250	3604.30560660362
ENSG00000162607.8	USP1	0.020888850672602	200	5473.61969017982
ENSG00000117385.11	LEPRE1	0.0222238826195759	50	5087.16908478737
ENSG00000253313.1	C1orf210	-0.110607528713745	350	4534.88504314423
ENSG00000116922.9	C1orf109	-0.0800751005587227	350	4363.49528765678
ENSG00000126067.7	PSMB2	0.0283165995239855	350	3388.36082148552
ENSG00000176261.11	ZBTB8OS	-0.067517947095546	500	3425.84549236298
ENSG00000134686.12	PHC2	-0.0542142775215975	50	4212.85751008987
ENSG00000088035.11	ALG6	-0.025863857717571	500	5288.50800919533
ENSG00000117448.9	AKR1A1	0.010605507502081	400	2905.58256483078
ENSG00000117862.6	TXNDC12	-0.0799269017541215	400	3388.65167832375
ENSG00000171812.6	COL8A2	0.0896427466802448	300	4090.03459262848
ENSG00000116478.7	HDAC1	-0.118509809384393	400	3318.029504776
ENSG00000121774.12	KHDRBS1	-0.0775261033163535	450	3635.84233784676
ENSG00000197056.5	ZMYM1	-0.00918257035445076	500	2899.41477012634
ENSG00000084070.7	SMAP2	-0.162168512944371	350	4445.40596747398
ENSG00000117411.12	B4GALT2	-0.100203579867975	200	4276.78967666626
ENSG00000132122.7	SPATA6	-0.0632989712410356	500	3926.87553024292
ENSG00000142856.12	ITGB3BP	0.504268897552206	250	4181.10384392738
ENSG00000162378.8	ZYG11B	-0.0126367443258474	200	4859.02304911613
ENSG00000116560.6	SFPQ	-0.0698674211142926	100	3380.43416953087
ENSG00000117395.6	EBNA1BP2	-0.0247087719672919	50	4350.47146368027
ENSG00000092850.7	TEKT2	-0.0723221468234414	250	3858.49467873573
ENSG00000117481.5	NSUN4	-0.0896704278448778	150	4256.34027409554
ENSG00000020129.11	NCDN	-0.0918038412045976	250	3495.64652490616
ENSG00000123091.4	RNF11	-0.183742564915438	300	2790.23906707764
ENSG00000116678.14	LEPR	0.298230577421731	50	4617.36865997314
ENSG00000065978.13	YBX1	0.0399073455575949	500	4744.62644076347
ENSG00000116954.7	RRAGC	-0.0162070405066036	50	3800.17452526093
ENSG00000198841.3	KTI12	-0.0568930239237483	500	3282.7690987587
ENSG00000183520.7	UTP11L	0.0798142578303101	400	3989.12444472313
ENSG00000116157.5	GPX7	0.495831685258929	150	3280.53645062447
ENSG00000079277.15	MKNK1	0.0318585022876636	200	4320.90492963791
ENSG00000175130.6	MARCKSL1	-0.0886682516737155	500	3387.25859594345
ENSG00000173660.7	UQCRH	-0.129064370894681	500	3588.54661083221
ENSG00000118454.8	ANKRD13C	0.0205897624384278	300	4783.77466392517
ENSG00000168528.7	SERINC2	0.0191420487162254	50	3887.21829342842
ENSG00000163875.11	MEAF6	-0.107799316261342	50	3961.4131925106
ENSG00000116221.11	MRPL37	0.0304001674938392	500	4746.95649123192
ENSG00000180488.10	FAM73A	-0.14926884647195	150	4612.18727850914
ENSG00000181817.5	LSM10	0.0010226647010549	400	3547.80487275124
ENSG00000162402.8	USP24	0.0593884029920206	350	4823.50785279274
ENSG00000142694.6	EVA1B	0.0298629814835774	400	3689.45405745506
ENSG00000159592.6	GPBP1L1	-0.0505880235507966	300	2577.50926351547
ENSG00000081870.7	HSPB11	-0.193673229314512	400	5109.78488373756
ENSG00000132780.12	NASP	-0.0512944073309936	500	3308.27736949921
ENSG00000198160.10	MIER1	0.0217016859548542	350	5200.37589526176
ENSG00000174574.11	AKIRIN1	-0.100921390959042	400	3934.85755562782
ENSG00000117394.15	SLC2A1	-0.0923315003429541	500	5132.74000644684
ENSG00000116497.13	S100PBP	-0.0914486750971919	350	3251.53975820541
ENSG00000134748.12	PRPF38A	0.0341372693969666	50	2271.17371225357
ENSG00000084652.11	TXLNA	-0.0396647439840501	50	2720.05610752106
ENSG00000119535.13	CSF3R	0.0940300974258521	350	4081.26247000694
ENSG00000162384.9	C1orf123	-0.11298963365898	450	4177.16611218452
ENSG00000127124.9	HIVEP3	-0.0778057828879168	500	6032.08297109604
ENSG00000025800.9	KPNA6	0.0680621079813888	500	3634.08282899857
ENSG00000183431.7	SF3A3	-0.0585444468270268	50	2965.78994894028
ENSG00000142686.7	C1orf216	0.0409469099172081	500	2676.4136865139
ENSG00000162521.14	RBBP4	0.0233270818878865	500	2950.71292734146
ENSG00000160055.15	TMEM234	-0.128022701447395	500	3447.17131185532
ENSG00000117419.10	ERI3	-0.0859660639641035	500	3724.2431178093
ENSG00000117859.14	OSBPL9	0.107377062614751	50	2919.98358011246
ENSG00000240563.1	L1TD1	0.276951551698224	150	4318.47340273857
ENSG00000162600.7	OMA1	0.252282826515255	50	4671.68650436401
ENSG00000142864.10	SERBP1	-0.0354677612073575	100	4516.32150936127
ENSG00000198815.4	FOXJ3	-0.0545238742722366	50	5303.25403523445
ENSG00000132763.10	MMACHC	-0.0930644273356927	450	3466.42593383789
ENSG00000160094.10	ZNF362	-0.041417291972084	400	4086.81584358215
ENSG00000162599.11	NFIA	-0.0446951574854911	50	6169.99996852875
ENSG00000117480.11	FAAH	-0.0430688818200724	400	4483.21574926376
ENSG00000127603.19	MACF1	-0.0334239004754093	450	4743.86330366135
ENSG00000126070.14	AGO3	-0.0629747894498879	500	4555.08115124702
ENSG00000123472.8	ATPAF1	0.148043994985327	450	4502.63136291504
ENSG00000179862.5	CITED4	0.55557353832962	100	3966.30987668037
ENSG00000086015.15	MAST2	-0.0332516859203537	350	4911.65680646896
ENSG00000116729.9	WLS	0.0548708234784387	200	4822.00692224503
ENSG00000132485.8	ZRANB2	-0.00939138945128715	400	4300.45117068291
ENSG00000085998.9	POMGNT1	-0.0370682297473253	250	3879.49563026428
ENSG00000131238.11	PPT1	0.45046509956442	350	3723.27424359322
ENSG00000132768.9	DPH2	-0.0587862476150047	100	4097.69072556496
ENSG00000117408.6	IPO13	-0.089889237362455	350	3587.08358001709
ENSG00000162396.5	PARS2	-0.0772480196549512	200	5020.18437600136
ENSG00000134744.9	ZCCHC11	-0.119951701886728	450	4330.63809204102
ENSG00000196182.6	STK40	-0.0556142443280163	400	3732.39181113243
ENSG00000171793.9	CTPS1	0.0125014262190387	100	4253.20677447319
ENSG00000162623.10	TYW3	-0.0327417512241591	500	4903.44380164146
ENSG00000146463.7	ZMYM4	-0.033476443612769	100	2757.36564779282
ENSG00000203965.8	EFCAB7	-0.10799165553894	450	3786.82262063026
ENSG00000184292.5	TACSTD2	0.8811698694596	350	4773.18047833443
ENSG00000243725.2	TTC4	0.333229666825509	50	5225.57004356384
ENSG00000054116.7	TRAPPC3	-0.0140669165921359	50	3773.81147170067
ENSG00000043514.11	TRIT1	0.0226376788007312	450	3576.81666970253
ENSG00000126088.8	UROD	0.27383768672634	500	3223.17302656174
ENSG00000122417.11	ODF2L	0.00728336258159907	150	4873.8137049675
ENSG00000117528.7	ABCD3	0.00912819157764775	200	4663.13108062744
ENSG00000143458.7	GABPB2	-0.120490875505914	400	3184.70209407806
ENSG00000162642.9	C1orf52	-0.00730704482107647	250	5300.21275782585
ENSG00000143420.13	ENSA	-0.0987716601398393	450	2885.68443655968
ENSG00000162645.8	GBP2	-0.0134808348913134	450	4720.25772118568
ENSG00000163156.7	SCNM1	0.0591679244620089	250	3407.67985463142
ENSG00000007341.14	ST7L	0.0862065178859068	50	5254.5292725563
ENSG00000143368.9	SF3B4	-0.174174934718852	100	2366.43934965134
ENSG00000134215.11	VAV3	0.733583336938287	400	4924.74873399734
ENSG00000121848.8	RNF115	-0.0837158889280904	100	1052.31915187836
ENSG00000116830.6	TTF2	0.377611136975991	50	3739.97140645981
ENSG00000031698.8	SARS	-0.0836033355723344	500	3734.37231278419
ENSG00000237763.5	AMY1A	-0.0643249916059952	200	5938.73938345909
ENSG00000162639.11	HENMT1	-0.0220926738975783	300	3777.99603128433
ENSG00000183508.4	FAM46C	-0.133495935094221	500	5045.05832576752
ENSG00000196505.5	GDAP2	-0.00450137565627553	50	4185.764721632
ENSG00000122481.12	RWDD3	0.416773191845099	500	4668.65684247017
ENSG00000117569.13	PTBP2	-0.0329977511699898	50	4504.20997142792
ENSG00000117543.15	DPH5	0.000908456356600529	100	5918.4763212204
ENSG00000198162.8	MAN1A2	-0.0521655865000819	300	4270.35647106171
ENSG00000117289.7	TXNIP	-0.0958528919892301	400	461.52779507637
ENSG00000134250.13	NOTCH2	0.0732755120929303	50	2653.13352608681
ENSG00000143457.6	GOLPH3L	0.148417086034453	500	2668.71018648148
ENSG00000153898.8	MCOLN2	0.0793635326671797	500	4234.59723854065
ENSG00000023909.5	GCLM	-0.0635453573993586	500	4985.20104598999
ENSG00000009307.11	CSDE1	-0.0623724849216188	100	4625.23367214203
